fragment,state,sport,role,school,coach_name,ad_name,source_url,verify
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Girls Track & Field,Varsity Head Coach - Girls Track & Field,agwsr,Vacant Vacant,,https://www.gobound.com/ia/schools/agwsr/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Girls Track & Field,Varsity Assistant Coach - Girls Track & Field,agwsr,Madison McCalla,,https://www.gobound.com/ia/schools/agwsr/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Girls Track & Field,Varsity Assistant Coach - Girls Track & Field,agwsr,Vacant Vacant,,https://www.gobound.com/ia/schools/agwsr/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Girls Track & Field,Varsity Assistant Coach - Girls Track & Field,agwsr,Vacant Vacant,,https://www.gobound.com/ia/schools/agwsr/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,,Activities Director,ahstw,,Jason Holst,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,,Asst Athletic Director,ahstw,,Davis  Pattee,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,,Asst Athletic Director,ahstw,,NA NA,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,,Athletic Director,ahstw,,NA NA,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Boys Cross Country,Varsity Head Coach - Boys Cross Country,ahstw,Jackson Renberg,,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Boys Cross Country,Varsity Assistant Coach - Boys Cross Country,ahstw,Lisa Irlbeck,,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Boys Track & Field,Varsity Head Coach - Boys Track & Field,ahstw,Jackson Renberg,,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Girls Cross Country,Varsity Head Coach - Girls Cross Country,ahstw,Jackson Renberg,,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Girls Cross Country,Varsity Assistant Coach - Girls Cross Country,ahstw,Lisa Irlbeck,,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Girls Cross Country,Varsity Assistant Coach - Girls Cross Country,ahstw,Lisa Irlbeck,,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Girls Track & Field,Varsity Head Coach - Girls Track & Field,ahstw,Traye Pelzer,,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IA.csv,IA,Girls Track & Field,Varsity Assistant Coach - Girls Track & Field,ahstw,Kinsey Scheffler,,https://www.gobound.com/ia/schools/ahstw/directory/new,robots_blocked
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Boys Cross Country Head Coach,Boys Cross Country Head Coach,Abingdon-Avon High School,Mr. Barry Mink,Mr. Reid Kelso,https://api.ihsa.org/v1/schools/0101/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Boys Track & Field Head Coach,Boys Track & Field Head Coach,Abingdon-Avon High School,Mr. Justin Rakestraw,Mr. Reid Kelso,https://api.ihsa.org/v1/schools/0101/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Girls Cross Country Head Coach,Girls Cross Country Head Coach,Abingdon-Avon High School,Mr. Barry Mink,Mr. Reid Kelso,https://api.ihsa.org/v1/schools/0101/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Girls Track & Field Head Coach,Girls Track & Field Head Coach,Abingdon-Avon High School,Mr. Justin Rakestraw,Mr. Reid Kelso,https://api.ihsa.org/v1/schools/0101/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,,Boys Athletic Director,Abingdon-Avon High School,,Mr. Reid Kelso,https://api.ihsa.org/v1/schools/0101/staff2,role_contradicted
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Boys Cross Country Head Coach,Boys Cross Country Head Coach,Dixon High School,Simon Thorpe,Mr. Roger Fegan,https://api.ihsa.org/v1/schools/0418/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Boys Track & Field Head Coach,Boys Track & Field Head Coach,Dixon High School,Mr. Ryan Deets,Mr. Roger Fegan,https://api.ihsa.org/v1/schools/0418/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Girls Cross Country Head Coach,Girls Cross Country Head Coach,Dixon High School,Miss Megan Hildreth,Mr. Roger Fegan,https://api.ihsa.org/v1/schools/0418/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Girls Track & Field Head Coach,Girls Track & Field Head Coach,Dixon High School,Miss Megan Hildreth,Mr. Roger Fegan,https://api.ihsa.org/v1/schools/0418/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,,Boys Athletic Director,Dixon High School,,Mr. Roger Fegan,https://api.ihsa.org/v1/schools/0418/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Boys Cross Country Head Coach,Boys Cross Country Head Coach,Downers Grove North High School,John Sipple,Dave Rose,https://api.ihsa.org/v1/schools/0422/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Boys Track & Field Head Coach,Boys Track & Field Head Coach,Downers Grove North High School,Mr. Andrew Adelmann,Dave Rose,https://api.ihsa.org/v1/schools/0422/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Girls Cross Country Head Coach,Girls Cross Country Head Coach,Downers Grove North High School,Tim McDonald,Dave Rose,https://api.ihsa.org/v1/schools/0422/staff2,role_contradicted
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,Girls Track & Field Head Coach,Girls Track & Field Head Coach,Downers Grove North High School,Mr. Matthew Maletich,Dave Rose,https://api.ihsa.org/v1/schools/0422/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,,Boys Athletic Director,Downers Grove North High School,,Dave Rose,https://api.ihsa.org/v1/schools/0422/staff2,role_contradicted
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/IL.csv,IL,,Boys Athletic Director,Unity Christian High School,,Mr. Kurt Younghouse,https://api.ihsa.org/v1/schools/0430/staff2,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Abilene HS,,Derek Berns,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Wabaunsee HS,,Jeron Weisshaar,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Northern Valley HS,,Jessie Thalheim,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Andale HS,,Jeff Buchanan,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Andover HS,,John Heise,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Chaparral HS,,JC Zahradnik,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Argonia HS,,Cole Griffin,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Arkansas City HS,,Aaron Bucher,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Arma-Northeast HS,,Piper Richardson,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Ashland HS,,Jesse R Stebens,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Atchison HS,,Tyler Lueckenhoff,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Maur Hill-Mount Academy,,Addrianne Raplinger,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Attica HS,,Scotty McCartney,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Rawlins County HS,,Deone Horinek,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Augusta HS,,Brandon Terry,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Axtell HS,,Jayson Tynon,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Baldwin HS,,Dayton Valentine,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Basehor-Linwood HS,,Shawn Phillips,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Baxter Springs HS,,Cord Baldwin,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Belle Plaine HS,,Mike Wilmott,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Valley Heights HS,,Thomas Tryon,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Ell-Saline HS,,Brian Rowley,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Buffalo-Altoona Midway HS,,Sean Price,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Burden-Central HS,,Missy Atkins,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Burlingame HS,,Eric West,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Caldwell HS,,Sean Blosser,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Caney Valley HS,,Tom Nelson,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Canton-Galva HS,,Jason Fawcett,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Santa Fe Trail HS,,Austin Hershberger,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Cedar Vale HS,,Gloria McCall,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Centralia HS,,Roger Holthaus,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Chanute HS,,Nick T Nothern,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Chapman HS,,Clint Merritt,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Chase HS,,Jacob Bauman,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Cherokee-Southeast HS,,Jeff Renn,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Cherryvale HS,,Tonya Cluck,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Chetopa HS,,Jessica Midgett,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Cimarron HS,,Jeff Blattner,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Central Plains HS,,Pat Stiles,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Clay Center Community HS,,Dr. KaCee James,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Clearwater HS,,Dustin Clevenger,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Coldwater-South Central HS,,Tim Erickson,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Concordia HS,,Thomas Flax,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Conway Springs HS,,Chase Boyd,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Chase County HS,,Andrew Birchmeier,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Cunningham HS,,Bart Ricke,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Lakeside HS,,Drew Duskie,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Pleasant Ridge HS,,Greg  List,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Atchison Co Community HS,,Sabrina Handke,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Berean Academy,,Hans Nickel,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,El Dorado HS,,Lance Barkley,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Elkhart HS,,Cole Parks,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Emporia HS,,Beau Welch,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Mission Valley HS,,Ben Packard,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Eudora HS,,Cara Kimberlin,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Eureka HS,,Joe Thornburg,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Frankfort HS,,Brian Ebert,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Fredonia HS,,Aaron Chard,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Frontenac HS,,Jesse Wall,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Galena HS,,Cory Perry,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Garden City HS,,Matt Bayer,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Garden Plain HS,,Zane Ehling,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Gardner Edgerton HS,,Jason Radel,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Anderson County HS,,Vestal Teeter,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Girard HS,,Chris Swartz,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Goddard HS,,Brian Buchanan,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Goodland HS,,Marty Lehman,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Grainfield-Wheatland/Grinnell HS,,Will Bixenman,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Great Bend HS,,Matt Westerhaus,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Kiowa County HS,,Peter Blanton,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Southeast of Saline HS,,Doug Minneman,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Halstead HS,,Nick Barnes,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Hamilton HS,,Stephanie Nelson,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Hanover HS,,Cory Jensen,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Hartford HS,,Megan Orear,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Haven HS,,Mace Krol,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Hays HS,,Chris Drees,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Thomas More Prep-Marian HS,,Drew Labertew,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Hiawatha HS,,Ben Kettler,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Doniphan West HS,,Derek Shelton,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Jackson Heights HS,,Brad Alley,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Royal Valley HS,,Cale  Green,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Hutchinson-Central Christian HS,,Tony Urwiller,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Hutchinson-Trinity Catholic HS,,Greg Strecker,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Ingalls HS,,Logan Hernandez,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Inman HS,,Lance Sawyer,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Iola HS,,Tristan Carson,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Hodgeman County HS,,Trent Bright,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Stanton County HS,,Leighton Grover,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,St. Xavier HS,,AD Matthew E Dalke,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,JC Harmon HS,,Dwayne Lindsey JR,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,FL Schlagle HS,,Ovie Oghenejobo,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Sumner Academy,,Andrew Wright,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Bishop Ward HS,,Mike Beaven,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Kansas City-Washington HS,,Andrew Monrean,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Wyandotte HS,,Rufus Black,https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments-ad/KS.csv,KS,,Athletic Director,Kingman HS,,Roland Van Wyhe (CMAA),https://kshsaa-api.kshsaa.org/directory/search/name/a/,ok
